timestamp_ms,cmd_mm,fb_mm
6,29.5,30.0
290,29.5,30.0
582,29.5,30.0
872,29.5,30.0
1162,29.5,30.0
1448,29.5,30.0
1739,29.5,30.0
2093,29.4,30.0
2385,29.199999999999996,29.900000000000002
2674,29.099999999999994,29.900000000000002
2970,28.999999999999993,29.900000000000002
3266,28.89999999999999,29.8
3560,28.79999999999999,29.8
3859,28.599999999999987,29.7
4163,28.499999999999986,29.7
4457,28.299999999999983,29.7
4759,28.09999999999998,29.6
5053,27.99999999999998,29.6
5428,27.799999999999976,29.2
5732,27.699999999999974,29.2
6039,27.599999999999973,29.1
6348,27.39999999999997,28.900000000000002
6655,27.29999999999997,28.900000000000002
6968,27.199999999999967,28.900000000000002
7281,26.999999999999964,28.900000000000002
7594,26.899999999999963,28.900000000000002
7909,26.69999999999996,28.8
8224,26.59999999999996,28.8
8551,26.499999999999957,28.8
8936,26.299999999999955,28.8
9256,26.199999999999953,28.8
9575,26.09999999999995,28.8
9895,25.89999999999995,28.6
10212,25.799999999999947,28.5
10530,25.699999999999946,28.5
10849,25.599999999999945,28.5
11167,25.499999999999943,28.5
11489,25.29999999999994,28.5
11811,25.19999999999994,28.5
12217,24.999999999999936,28.5
12538,24.799999999999933,28.5
12857,24.699999999999932,28.5
13180,24.59999999999993,28.5
13503,24.399999999999928,28.400000000000002
13825,24.299999999999926,28.400000000000002
14154,24.199999999999925,28.0
14475,24.099999999999923,28.0
14801,23.999999999999922,28.0
15124,23.79999999999992,27.900000000000002
15453,23.599999999999916,27.7
15783,23.399999999999913,27.7
16173,23.19999999999991,27.7
16507,22.999999999999908,27.7
16844,22.899999999999906,27.7
17175,22.799999999999905,27.6
17503,22.699999999999903,27.5
17836,22.599999999999902,27.6
18176,22.4999999999999,27.6
18518,22.299999999999898,27.6
18848,22.099999999999895,27.5
19187,21.999999999999893,27.5
19522,21.899999999999892,27.400000000000002
19914,21.79999999999989,27.400000000000002
20251,21.69999999999989,27.400000000000002
20586,21.599999999999888,27.400000000000002
20920,21.499999999999886,27.3
21255,21.299999999999883,27.3
21592,21.199999999999882,27.3
21928,21.09999999999988,27.3
22265,20.99999999999988,27.3
22609,20.799999999999876,27.3
22944,20.699999999999875,27.3
23285,20.699999999999875,27.2
23678,20.599999999999874,27.2
24018,20.699999999999875,27.2
24356,20.799999999999876,27.2
24694,20.899999999999878,27.2
25030,20.99999999999988,27.2
25374,21.199999999999882,27.2
25718,21.299999999999883,27.2
26060,21.499999999999886,27.2
26399,21.599999999999888,27.2
26739,21.69999999999989,27.2
27081,21.899999999999892,27.2
27507,22.099999999999895,27.2
27853,22.199999999999896,27.2
28193,22.299999999999898,27.2
28536,22.3999999999999,27.2
28871,22.599999999999902,27.2
29207,22.699999999999903,27.2
29545,22.799999999999905,27.2
29883,22.999999999999908,27.2
30223,23.09999999999991,27.2
30566,23.19999999999991,27.2
30979,23.299999999999912,27.2
31315,23.399999999999913,27.2
31647,23.499999999999915,27.3
31993,23.599999999999916,27.3
32330,23.79999999999992,27.3
32668,23.89999999999992,27.400000000000002
33007,23.999999999999922,27.400000000000002
33344,24.199999999999925,27.5
33679,24.299999999999926,27.5
34016,24.399999999999928,27.5
34422,24.59999999999993,27.5
34759,24.699999999999932,27.5
35098,24.799999999999933,27.6
35432,24.899999999999935,27.6
35767,24.999999999999936,27.6
36105,25.19999999999994,27.6
36441,25.29999999999994,27.6
36777,25.39999999999994,27.6
37110,25.499999999999943,27.6
37445,25.599999999999945,27.6
37848,25.799999999999947,27.7
38185,25.89999999999995,27.8
38516,25.99999999999995,27.900000000000002
38845,26.09999999999995,27.900000000000002
39173,26.299999999999955,28.0
39505,26.399999999999956,28.0
39835,26.59999999999996,28.0
40161,26.79999999999996,28.0
40489,26.999999999999964,28.1
40814,27.099999999999966,28.400000000000002
41143,27.199999999999967,28.400000000000002
41538,27.29999999999997,28.400000000000002
41861,27.39999999999997,28.400000000000002
42182,27.49999999999997,28.400000000000002
42512,27.599999999999973,28.400000000000002
42831,27.799999999999976,28.5
43150,27.899999999999977,28.6
43470,27.99999999999998,28.6
43793,28.09999999999998,28.8
44110,28.19999999999998,28.8
44423,28.399999999999984,28.8
44732,28.499999999999986,28.8
45121,28.599999999999987,28.8
45432,28.69999999999999,28.8
45748,28.89999999999999,28.8
46064,28.999999999999993,28.900000000000002
46374,29.099999999999994,28.900000000000002
46683,29.299999999999997,28.900000000000002
46996,29.4,29.0
47307,29.5,29.2
47614,29.700000000000003,29.2
47921,29.800000000000004,29.3
48226,29.900000000000006,29.7
48526,30.000000000000007,29.8
48881,30.20000000000001,29.8
49177,30.400000000000013,29.900000000000002
49468,30.500000000000014,29.900000000000002
49756,30.600000000000016,30.0
50047,30.80000000000002,30.1
50330,30.90000000000002,30.2
50620,31.100000000000023,30.2
50904,31.200000000000024,30.3
51189,31.400000000000027,30.3
51472,31.50000000000003,30.3
51757,31.60000000000003,30.3
52116,31.70000000000003,30.8
52400,31.900000000000034,31.2
52681,32.000000000000036,31.2
52964,32.10000000000004,31.2
53249,32.10000000000004,31.2
53533,32.10000000000004,31.2
53817,32.20000000000004,31.5
54102,32.20000000000004,31.5
54383,32.20000000000004,31.5
54663,32.20000000000004,31.5
55022,32.20000000000004,31.5
